id,original_name,english_name,ref,import_id,eumadb_url,url,source_gpx_url,source_geojson_url,member_acronym
5805,526A,,526A,11397,https://prod.eumadb.webmapp.it/resources/trails/5805,https://osm2cai.cai.it/hiking-route/id/11397,"",https://osm2cai.cai.it/api/v1/hiking-route/11397,CAI
9738,Valesi Tedoli Pradonico,,843B,3598,https://prod.eumadb.webmapp.it/resources/trails/9738,https://osm2cai.cai.it/hiking-route/id/3598,"",https://osm2cai.cai.it/api/v1/hiking-route/3598,CAI
10238,Pieve di Zignago - Debbio - Imara - Sasseta - Valgiuncata - Torpiana - I Piani,,131C,17029,https://prod.eumadb.webmapp.it/resources/trails/10238,https://osm2cai.cai.it/hiking-route/id/17029,"",https://osm2cai.cai.it/api/v1/hiking-route/17029,CAI
18322,Volča - Gora - Črni kal,,,32564,https://prod.eumadb.webmapp.it/resources/trails/18322,https://mapzs.pzs.si/path/32564,https://mapzs.pzs.si/api/tracks/32564/gpx,,PZS
2738,Planinarski dom Putalj - Sv. Luka,,250,18_02_50,https://prod.eumadb.webmapp.it/resources/trails/2738,https://www.hps.hr/karta/index.html?track=18_02_50.gpx&number=250&naziv=Planinarski dom Putalj - Sv. Luka&area=kozjak_iznad_kastela,https://www.hps.hr/karta/gpx/18_02_50x.gpx,"",HPS
1439,Žirovnjak - Brezovo polje,,326,01_03_26,https://prod.eumadb.webmapp.it/resources/trails/1439,https://www.hps.hr/karta/index.html?track=01_03_26.gpx&number=326&naziv=Žirovnjak - Brezovo polje&area=psunj,https://www.hps.hr/karta/gpx/01_03_26x.gpx,"",HPS
1440,Žirovnjak - Ivanjski krst - Vodostaj - Strnjišak,,327,01_03_27,https://prod.eumadb.webmapp.it/resources/trails/1440,https://www.hps.hr/karta/index.html?track=01_03_27.gpx&number=327&naziv=Žirovnjak - Ivanjski krst - Vodostaj - Strnjišak&area=psunj,https://www.hps.hr/karta/gpx/01_03_27x.gpx,"",HPS
1441,Novska - Novsko brdo (južni put),,328,01_03_28,https://prod.eumadb.webmapp.it/resources/trails/1441,https://www.hps.hr/karta/index.html?track=01_03_28.gpx&number=328&naziv=Novska - Novsko brdo (južni put)&area=psunj,https://www.hps.hr/karta/gpx/01_03_28x.gpx,"",HPS
1442,Novska - Novsko brdo (sjeverni put),,329,01_03_29,https://prod.eumadb.webmapp.it/resources/trails/1442,https://www.hps.hr/karta/index.html?track=01_03_29.gpx&number=329&naziv=Novska - Novsko brdo (sjeverni put)&area=psunj,https://www.hps.hr/karta/gpx/01_03_29x.gpx,"",HPS
10888,S00a Ponte Falmenta - Bivio S00 Drignago,,S00A,15628,https://prod.eumadb.webmapp.it/resources/trails/10888,https://osm2cai.cai.it/hiking-route/id/15628,"",https://osm2cai.cai.it/api/v1/hiking-route/15628,CAI
3747,"Via ferrata ""Mario Foletti""",,O460,2937,https://prod.eumadb.webmapp.it/resources/trails/3747,https://osm2cai.cai.it/hiking-route/id/2937,"",https://osm2cai.cai.it/api/v1/hiking-route/2937,CAI
2955,P12A,,P12A,27501,https://prod.eumadb.webmapp.it/resources/trails/2955,https://osm2cai.cai.it/hiking-route/id/27501,"",https://osm2cai.cai.it/api/v1/hiking-route/27501,CAI
5557,059A,,059A,15690,https://prod.eumadb.webmapp.it/resources/trails/5557,https://osm2cai.cai.it/hiking-route/id/15690,"",https://osm2cai.cai.it/api/v1/hiking-route/15690,CAI
1453,Košarevac - Sv. Petka,,404,01_04_04,https://prod.eumadb.webmapp.it/resources/trails/1453,https://www.hps.hr/karta/index.html?track=01_04_04.gpx&number=404&naziv=Košarevac - Sv. Petka&area=dilj_gora,https://www.hps.hr/karta/gpx/01_04_04x.gpx,"",HPS
10214,G34c - Bivio G00 - Bivio G34,,G34C,23135,https://prod.eumadb.webmapp.it/resources/trails/10214,https://osm2cai.cai.it/hiking-route/id/23135,"",https://osm2cai.cai.it/api/v1/hiking-route/23135,CAI
10891,214,,214,26278,https://prod.eumadb.webmapp.it/resources/trails/10891,https://osm2cai.cai.it/hiking-route/id/26278,"",https://osm2cai.cai.it/api/v1/hiking-route/26278,CAI
1455,Planinarski put Gardun istočni Dilj,,406,01_04_06,https://prod.eumadb.webmapp.it/resources/trails/1455,https://www.hps.hr/karta/index.html?track=01_04_06.gpx&number=406&naziv=Planinarski put Gardun istočni Dilj&area=dilj_gora,https://www.hps.hr/karta/gpx/01_04_06x.gpx,"",HPS
1456,Pljuskara - Sovsko jezero - Čardak,,407,01_04_07,https://prod.eumadb.webmapp.it/resources/trails/1456,https://www.hps.hr/karta/index.html?track=01_04_07.gpx&number=407&naziv=Pljuskara - Sovsko jezero - Čardak&area=dilj_gora,https://www.hps.hr/karta/gpx/01_04_07x.gpx,"",HPS
3749,820,,820,8793,https://prod.eumadb.webmapp.it/resources/trails/3749,https://osm2cai.cai.it/hiking-route/id/8793,"",https://osm2cai.cai.it/api/v1/hiking-route/8793,CAI
1460,Buk - vrh Degman,,411,01_04_11,https://prod.eumadb.webmapp.it/resources/trails/1460,https://www.hps.hr/karta/index.html?track=01_04_11.gpx&number=411&naziv=Buk - vrh Degman&area=dilj_gora,https://www.hps.hr/karta/gpx/01_04_11x.gpx,"",HPS
1464,Lovčić - Kasonjski vrh,,416,01_04_16,https://prod.eumadb.webmapp.it/resources/trails/1464,https://www.hps.hr/karta/index.html?track=01_04_16.gpx&number=416&naziv=Lovčić - Kasonjski vrh&area=dilj_gora,https://www.hps.hr/karta/gpx/01_04_16x.gpx,"",HPS
3776,235A,,235A,10662,https://prod.eumadb.webmapp.it/resources/trails/3776,https://osm2cai.cai.it/hiking-route/id/10662,"",https://osm2cai.cai.it/api/v1/hiking-route/10662,CAI
3777,806,,806,7098,https://prod.eumadb.webmapp.it/resources/trails/3777,https://osm2cai.cai.it/hiking-route/id/7098,"",https://osm2cai.cai.it/api/v1/hiking-route/7098,CAI
1483,Na vrh Kobile,,507,01_05_07,https://prod.eumadb.webmapp.it/resources/trails/1483,https://www.hps.hr/karta/index.html?track=01_05_07.gpx&number=507&naziv=Na vrh Kobile&area=pozeska_gora,https://www.hps.hr/karta/gpx/01_05_07x.gpx,"",HPS
10680,601,,601,6782,https://prod.eumadb.webmapp.it/resources/trails/10680,https://osm2cai.cai.it/hiking-route/id/6782,"",https://osm2cai.cai.it/api/v1/hiking-route/6782,CAI
2549,Krč - Lišćani bunar,,1002,13_10_02,https://prod.eumadb.webmapp.it/resources/trails/2549,https://www.hps.hr/karta/index.html?track=13_10_02.gpx&number=1002&naziv=Krč - Lišćani bunar&area=juzni_velebit,https://www.hps.hr/karta/gpx/13_10_02x.gpx,"",HPS
1469,Pl. Dom Đuro Pilar - Čardak,,424,01_04_24,https://prod.eumadb.webmapp.it/resources/trails/1469,https://www.hps.hr/karta/index.html?track=01_04_24.gpx&number=424&naziv=Pl. Dom Đuro Pilar - Čardak&area=dilj_gora,https://www.hps.hr/karta/gpx/01_04_24x.gpx,"",HPS
8655,215,,215,22524,https://prod.eumadb.webmapp.it/resources/trails/8655,https://osm2cai.cai.it/hiking-route/id/22524,"",https://osm2cai.cai.it/api/v1/hiking-route/22524,CAI
1509,Pukli kamen - Vis,,110,02_01_10,https://prod.eumadb.webmapp.it/resources/trails/1509,https://www.hps.hr/karta/index.html?track=02_01_10.gpx&number=110&naziv=Pukli kamen - Vis&area=moslavacka_gora,https://www.hps.hr/karta/gpx/02_01_10x.gpx,"",HPS
7296,701A,,701A,26069,https://prod.eumadb.webmapp.it/resources/trails/7296,https://osm2cai.cai.it/hiking-route/id/26069,"",https://osm2cai.cai.it/api/v1/hiking-route/26069,CAI
2886,183A,,183A,3695,https://prod.eumadb.webmapp.it/resources/trails/2886,https://osm2cai.cai.it/hiking-route/id/3695,"",https://osm2cai.cai.it/api/v1/hiking-route/3695,CAI
10893,S00e Cursolo - Airetta - Ponte Teia - Gurro,,S00E,16949,https://prod.eumadb.webmapp.it/resources/trails/10893,https://osm2cai.cai.it/hiking-route/id/16949,"",https://osm2cai.cai.it/api/v1/hiking-route/16949,CAI
5563,732a,,732a,13547,https://prod.eumadb.webmapp.it/resources/trails/5563,https://osm2cai.cai.it/hiking-route/id/13547,"",https://osm2cai.cai.it/api/v1/hiking-route/13547,CAI
3442,167X,,167X,2904,https://prod.eumadb.webmapp.it/resources/trails/3442,https://osm2cai.cai.it/hiking-route/id/2904,"",https://osm2cai.cai.it/api/v1/hiking-route/2904,CAI
11953,516A,,516A,25714,https://prod.eumadb.webmapp.it/resources/trails/11953,https://osm2cai.cai.it/hiking-route/id/25714,"",https://osm2cai.cai.it/api/v1/hiking-route/25714,CAI
1475,Klikun - Maksimov hrast,,501,01_05_01D,https://prod.eumadb.webmapp.it/resources/trails/1475,https://www.hps.hr/karta/index.html?track=01_05_01D.gpx&number=501&naziv=Klikun - Maksimov hrast&area=pozeska_gora,https://www.hps.hr/karta/gpx/01_05_01Dx.gpx,"",HPS
2754,Orlice - Boraja,,401,18_04_01,https://prod.eumadb.webmapp.it/resources/trails/2754,https://www.hps.hr/karta/index.html?track=18_04_01.gpx&number=401&naziv=Orlice - Boraja&area=dalmacija,https://www.hps.hr/karta/gpx/18_04_01x.gpx,"",HPS
18266,Črna na Koroškem-Pikovo,,"",31655,https://prod.eumadb.webmapp.it/resources/trails/18266,https://mapzs.pzs.si/path/31655,https://mapzs.pzs.si/api/tracks/31655/gpx,"",PZS
3108,442A,,442A,1671,https://prod.eumadb.webmapp.it/resources/trails/3108,https://osm2cai.cai.it/hiking-route/id/1671,"",https://osm2cai.cai.it/api/v1/hiking-route/1671,CAI
18268,Črna - Najevska lipa,,"",32065,https://prod.eumadb.webmapp.it/resources/trails/18268,https://mapzs.pzs.si/path/32065,https://mapzs.pzs.si/api/tracks/32065/gpx,"",PZS
18271,Sodevci (krožna),,"",31004,https://prod.eumadb.webmapp.it/resources/trails/18271,https://mapzs.pzs.si/path/31004,https://mapzs.pzs.si/api/tracks/31004/gpx,"",PZS
3443,501,,501,4604,https://prod.eumadb.webmapp.it/resources/trails/3443,https://osm2cai.cai.it/hiking-route/id/4604,"",https://osm2cai.cai.it/api/v1/hiking-route/4604,CAI
7297,Cala Firiato,,609B,19161,https://prod.eumadb.webmapp.it/resources/trails/7297,https://osm2cai.cai.it/hiking-route/id/19161,"",https://osm2cai.cai.it/api/v1/hiking-route/19161,CAI
14722,100,,100,25568,https://prod.eumadb.webmapp.it/resources/trails/14722,https://osm2cai.cai.it/hiking-route/id/25568,"",https://osm2cai.cai.it/api/v1/hiking-route/25568,CAI
8340,Sentiero Abramo Schmid,,79,9235,https://prod.eumadb.webmapp.it/resources/trails/8340,https://osm2cai.cai.it/hiking-route/id/9235,"",https://osm2cai.cai.it/api/v1/hiking-route/9235,CAI
18259,E7 - Naprudnikova pot - varianta,,"",32079,https://prod.eumadb.webmapp.it/resources/trails/18259,https://mapzs.pzs.si/path/32079,https://mapzs.pzs.si/api/tracks/32079/gpx,"",PZS
1479,Dolački grad - odvojak,,504,01_05_04A,https://prod.eumadb.webmapp.it/resources/trails/1479,https://www.hps.hr/karta/index.html?track=01_05_04A.gpx&number=504&naziv=Dolački grad - odvojak&area=pozeska_gora,https://www.hps.hr/karta/gpx/01_05_04Ax.gpx,"",HPS
4432,14E,,14E,21042,https://prod.eumadb.webmapp.it/resources/trails/4432,https://osm2cai.cai.it/hiking-route/id/21042,"",https://osm2cai.cai.it/api/v1/hiking-route/21042,CAI
10776,R07a Cambiesso - Cappella Porta,,R07A,8390,https://prod.eumadb.webmapp.it/resources/trails/10776,https://osm2cai.cai.it/hiking-route/id/8390,"",https://osm2cai.cai.it/api/v1/hiking-route/8390,CAI
5558,39,,39,15564,https://prod.eumadb.webmapp.it/resources/trails/5558,https://osm2cai.cai.it/hiking-route/id/15564,"",https://osm2cai.cai.it/api/v1/hiking-route/15564,CAI
5559,748,,748,17331,https://prod.eumadb.webmapp.it/resources/trails/5559,https://osm2cai.cai.it/hiking-route/id/17331,"",https://osm2cai.cai.it/api/v1/hiking-route/17331,CAI
1488,Staro Petrovo selo - Starci,,512,01_05_12A,https://prod.eumadb.webmapp.it/resources/trails/1488,https://www.hps.hr/karta/index.html?track=01_05_12A.gpx&number=512&naziv=Staro Petrovo selo - Starci&area=pozeska_gora,https://www.hps.hr/karta/gpx/01_05_12Ax.gpx,"",HPS
3172,352D,,352D,9965,https://prod.eumadb.webmapp.it/resources/trails/3172,https://osm2cai.cai.it/hiking-route/id/9965,"",https://osm2cai.cai.it/api/v1/hiking-route/9965,CAI
10778,R19 Passo Folungo - Monte Vadà - Bivio R20 al Pian Vadà,,R19,14399,https://prod.eumadb.webmapp.it/resources/trails/10778,https://osm2cai.cai.it/hiking-route/id/14399,"",https://osm2cai.cai.it/api/v1/hiking-route/14399,CAI
10779,O223A,,O223A,15783,https://prod.eumadb.webmapp.it/resources/trails/10779,https://osm2cai.cai.it/hiking-route/id/15783,"",https://osm2cai.cai.it/api/v1/hiking-route/15783,CAI
3053,329,,329,27945,https://prod.eumadb.webmapp.it/resources/trails/3053,https://osm2cai.cai.it/hiking-route/id/27945,"",https://osm2cai.cai.it/api/v1/hiking-route/27945,CAI
1496,Liska,,601,01_06_01,https://prod.eumadb.webmapp.it/resources/trails/1496,https://www.hps.hr/karta/index.html?track=01_06_01.gpx&number=601&naziv=Liska&area=slavonija,https://www.hps.hr/karta/gpx/01_06_01x.gpx,"",HPS
3054,(SI U19) Lorica - Rifugio Monte Botte Donato,,SI,5301,https://prod.eumadb.webmapp.it/resources/trails/3054,https://osm2cai.cai.it/hiking-route/id/5301,"",https://osm2cai.cai.it/api/v1/hiking-route/5301,CAI
1497,Vidikovac Belje - Ćuzaheđ,,620,01_06_20,https://prod.eumadb.webmapp.it/resources/trails/1497,https://www.hps.hr/karta/index.html?track=01_06_20.gpx&number=620&naziv=Vidikovac Belje - Ćuzaheđ&area=slavonija,https://www.hps.hr/karta/gpx/01_06_20x.gpx,"",HPS
1498,Ćuzahed - Trojnaš,,621,01_06_21,https://prod.eumadb.webmapp.it/resources/trails/1498,https://www.hps.hr/karta/index.html?track=01_06_21.gpx&number=621&naziv=Ćuzahed - Trojnaš&area=slavonija,https://www.hps.hr/karta/gpx/01_06_21x.gpx,"",HPS
1499,Zmajevac - Batina (Darkov put),,622,01_06_22,https://prod.eumadb.webmapp.it/resources/trails/1499,https://www.hps.hr/karta/index.html?track=01_06_22.gpx&number=622&naziv=Zmajevac - Batina (Darkov put)&area=slavonija,https://www.hps.hr/karta/gpx/01_06_22x.gpx,"",HPS
1500,Karanac - Kamenjak,,623,01_06_23,https://prod.eumadb.webmapp.it/resources/trails/1500,https://www.hps.hr/karta/index.html?track=01_06_23.gpx&number=623&naziv=Karanac - Kamenjak&area=slavonija,https://www.hps.hr/karta/gpx/01_06_23x.gpx,"",HPS
7950,438C,,438C,18258,https://prod.eumadb.webmapp.it/resources/trails/7950,https://osm2cai.cai.it/hiking-route/id/18258,"",https://osm2cai.cai.it/api/v1/hiking-route/18258,CAI
11950,Senter delle Pale,,E132B,7536,https://prod.eumadb.webmapp.it/resources/trails/11950,https://osm2cai.cai.it/hiking-route/id/7536,"",https://osm2cai.cai.it/api/v1/hiking-route/7536,CAI
